Package type;Shape;Size;Opening;;Quality;Q-S-V;;Length;Width;Paperboard;Paperboard info;LDPE;LLDPE;PA6;PP;EVOH;LK-film;LK25-film;R2-film;K40-film;EVOH-film 3141;EVOH-film 3143;OPP-film;PET-film;Al thickness;;Top Eifel weight;Top others weight;Top Orion;Cap HDPE;DIMC LDPE;Opening HDPE;Opening LDPE;Opening PP;Pulltab area;Sales 2011;;Area;Paperboard weight;LDPE weight;LLDPE weight;PA6;PP;EVOH;LK36-film weight;LK25-film;R2;K40;EVOH-film 3141 weight;EVOH-film 3143 weight;OPP-film weight;PET-film weight;Al grammage;Al weight;LS-strip weight;Pulltab weight;;Package Weight;Top Weight;Package+Top Weight;CapWeight;Opening weight;Total Weight;GWP Raw mtrl sleeve;GWP Raw mtrl top/cap/opening;GWP Raw mtrl;GWP converting sleeve;GWP converting top/cap/opening;GWP transport;GWP converting & transport;GWP total;;Sleeve Weight;Top Weight;Sleeve+Top Weight;Cap Weight;Opening Weight;Total Weight;GWP Raw mtrl sleeve;GWP Raw mtrl top/cap/opening;GWP Raw mtrl;GWP converting & transport;GWP total;Updated;SystemImage;ShapeImage;VolumeImage;OpeningImage;LastImage
Tetra Brik Aseptic;Square;250;No opening;;TBA/jl;6971-561-56;;165;214;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;;1;;0,035;7;1,77;0,59;0;0;0;0;0;0;0;0;0;0;0;17,01;0,6;0,09;0;;10,05;0;10,0468731;0;0;10,05;17,3;0;17,3;2;0;0,2;2,3;19,6;;10;0;10;0;0;10;17;0;17;2;20;;TBA_001;TBA_Square;TBA_Square_250;no_opening_TBA;TBA_250_Sq_no
Tetra Brik Aseptic;Square;500;No opening;;TBA/jl;6971-701-07;;186,67;292;277;1621 CLC/C Duplex Klabin 260 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;;1;;0,055;15,1;2,74;0,92;0;0;0;0;0;0;0;0;0;0;0;17,01;0,93;0,1;0;;19,78;0;19,77860492;0;0;19,78;29,5;0;29,5;3,1;0;0,5;3,6;33,1;;20;0;20;0;0;20;29;0;29;4;33;;TBA_001;TBA_Square;TBA_Square_500;no_opening_TBA;TBA_500_Sq_no
Tetra Brik Aseptic;Square;500;StreamCap;;TBA/jl;7464-701-56;;186,67;292;268;1626 CLC/C Duplex Stora Enso Tainionkoski 260 mN;59,7;20,3;;;;;;;;;;;;9;;;;;;;1,5;;1,8;;1;;0,055;14,6;3,25;1,11;0;0;0;0;0;0;0;0;0;0;0;24,3;1,32;0,1;0;;20,39;0;20,39399617;0;3,3;23,69;35,4;6,5;41,9;3,1;4,3;0,5;7,9;49,8;;20;0;20;0;3;24;35;6;42;8;50;;TBA_001;TBA_Square;TBA_Square_500;streamcap_TBA_1000;TBA_500_Sq_SC
Tetra Brik Aseptic;Square;1000;Pulltab;;TBA/ml;7465-811-17;;285;292;310;1617 CLC/C Bleached MWV 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,00121;1;;0,083;25,8;3,64;1,11;0;0;0;0;0;0;0;0;0;0;0;17,01;1,42;0,15;0,153186;;32,11;0;32,1112122;0;0,153186;32,26;45;1,4;46,4;4,7;0,2;0,8;5,8;52,2;;32;0;32;0;0;32;45;1;46;6;52;;TBA_001;TBA_Square;TBA_Square;pullTab_TBA;TBA_1000_Sq_pt
Tetra Brik Aseptic;Square;1000;ReCap3;;TBA/jl;7369-811-61;;285;292;268;1626 CLC/C Duplex Korsn„s G„vle 260 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;1311;;0,083;22,3;4,18;1,4;0;0;0;0;0;0;0;0;0;0;0;17,01;1,42;0,15;0,0833028;;29,45;0;29,4481722;0;1,7833028;31,23;44,5;4,2;48,7;4,7;2,3;0,7;7,8;56,5;;30;0;30;0;2;32;45;4;49;8;57;;TBA_001;TBA_Square;TBA_Square;recap3;TBA_1000_Sq_ReCap3
Tetra Brik Aseptic;Square;1000;ReCap3;;TBA/jl;7369-811-61;;285;292;270;1626 CLC/C Duplex Korsn„s Fr”vi 260 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;16885;;0,083;22,5;4,18;1,4;0;0;0;0;0;0;0;0;0;0;0;17,01;1,42;0,15;0,0833028;;29,61;0;29,6146122;0;1,7833028;31,4;44,6;4,2;48,8;4,7;2,3;0,7;7,8;56,6;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Square;1000;ReCap3;;TBA/jl;7369-811-61;;285;292;277;1626 CLC/C Duplex Klabin 260 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;837430;;0,083;23,1;4,18;1,4;0;0;0;0;0;0;0;0;0;0;0;17,01;1,42;0,15;0,0833028;;30,2;0;30,1971522;0;1,7833028;31,98;45;4,2;49,2;4,7;2,3;0,8;7,8;57;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Square;1000;StreamCap;;TBA/jl;7616-811-56;;285;292;277;1626 CLC/C Duplex Klabin 260 mN;67,2;23,8;;;;;;;;;;;;9;;;;;;;1,8;;2,3;;287153;;0,083;23,1;5,59;1,98;0;0;0;0;0;0;0;0;0;0;0;24,3;2,02;0,15;0;;32,8;0;32,801106;0;4,1;36,9;56,5;8,1;64,6;4,7;5,3;0,8;10,9;75,5;;32;0;32;0;4;36;55;8;63;11;74;;TBA_001;TBA_Square;TBA_Square;streamcap_TBA_1000;TBA_1000_Sq_SC
Tetra Brik Aseptic;Square;1000;StreamCap;;TBA/jl;7616-811-56;;285;292;292;1626 CLC/C Duplex IP Sveto 260 mN;67,2;23,8;;;;;;;;;;;;9;;;;;;;1,8;;2,3;;347173;;0,083;24,3;5,59;1,98;0;0;0;0;0;0;0;0;0;0;0;24,3;2,02;0,15;0;;34,05;0;34,049406;0;4,1;38,15;57,4;8,1;65,4;4,7;5,3;0,8;10,9;76,3;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Square;1000;StreamCap;;TBA/ml;7477-811-56;;285;292;242;1506 Duplex Korsn„s Fr”vi 260 mN;59,7;20,3;;;;;;;;;;;;9;;;;;;;1,8;;2,3;;5908;;0,083;20,1;4,97;1,69;0;0;0;0;0;0;0;0;0;0;0;24,3;2,02;0,15;0;;28,97;0;28,972986;0;4,1;33,07;52,6;8,1;60,7;4,7;5,3;0,7;10,8;71,5;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Square;1000;StreamCap;;TBA/ml;7477-811-56;;285;292;253;1506 Duplex Stora Enso Tainionkoski 260 mN;59,7;20,3;;;;;;;;;;;;9;;;;;;;1,8;;2,3;;200219;;0,083;21,1;4,97;1,69;0;0;0;0;0;0;0;0;0;0;0;24,3;2,02;0,15;0;;29,89;0;29,888406;0;4,1;33,99;53,2;8,1;61,3;4,7;5,3;0,7;10,8;72,1;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Square;1000;StreamCap;;TBA/jk;7026-811-56;;285;292;270;1626 CLC/C Duplex Korsn„s Fr”vi 260 mN;41;;;;;;;;37;;;;;9;;;;;;;1,8;;2,3;;499777;;0,083;22,5;3,41;0;0;0;0;0;0;0;3,07914;0;0;0;0;24,3;2,02;0,15;0;;31,14;0;31,136706;0;4,1;35,24;55,3;8,1;63,4;4,7;5,3;0,8;10,8;74,2;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Square;1000;StreamCap;;TBA/jl;7184-811-56;;285;292;268;1626 CLC/C Duplex Korsn„s G„vle 260 mN;59,7;20,3;;;;;;;;;;;;9;;;;;;;1,8;;2,3;;481733;;0,083;22,3;4,97;1,69;0;0;0;0;0;0;0;0;0;0;0;24,3;2,02;0,15;0;;31,14;0;31,136706;0;4,1;35,24;54,1;8,1;62,1;4,7;5,3;0,8;10,8;73;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Square;1000;StreamCap;;TBA/jl;7184-811-56;;285;292;270;1626 CLC/C Duplex Korsn„s Fr”vi 260 mN;59,7;20,3;;;;;;;;;;;;9;;;;;;;1,8;;2,3;;434933;;0,083;22,5;4,97;1,69;0;0;0;0;0;0;0;0;0;0;0;24,3;2,02;0,15;0;;31,3;0;31,303146;0;4,1;35,4;54,2;8,1;62,2;4,7;5,3;0,8;10,8;73,1;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Square;1000;StreamCap;;TBA/jl;7184-811-56;;285;292;277;1626 CLC/C Duplex Klabin 260 mN;59,7;20,3;;;;;;;;;;;;9;;;;;;;1,8;;2,3;;173099;;0,083;23,1;4,97;1,69;0;0;0;0;0;0;0;0;0;0;0;24,3;2,02;0,15;0;;31,89;0;31,885686;0;4,1;35,99;54,6;8,1;62,6;4,7;5,3;0,8;10,8;73,5;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Edge;200;Strawhole;;TBA/jll;7649-615-09;;163,3;188;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;53,6;8,4;;;;;;;;;;;;6,3;;;;;;;;;;;13431;;0,031;6,1;1,65;0,26;0;0;0;0;0;0;0;0;0;0;0;17,01;0,52;0,09;0;;8,59;0;8,592499804;0;0;8,59;14,9;0;14,9;1,7;0;0,2;2;16,8;;9;0;9;0;0;9;15;0;15;2;17;;TBA_001;TB_edge_button;TBA_edge_200_SH;TBA_edge_strawhole;TBA_edge_200_SH
Tetra Brik Aseptic;Edge;200;HeliCap 23;;TBA/jll;7628-615-49;;163,3;188;198;1622 CLC/C Duplex Korsn„s G„vle 80 mN;62,6;8,4;;;;;;;;;;;;6,3;;;;;;;1,18;;1,37;;7932;;0,031;6,1;1,92;0,26;0;0;0;0;0;0;0;0;0;0;0;17,01;0,52;0,09;0;;8,87;0;8,868803404;0;2,55;11,42;15,5;5;20,5;1,7;3,3;0,2;5,3;25,8;;9;0;9;0;3;11;15;5;20;5;26;;TBA_001;TB_edge_button;TBA_edge_200_SH;;TBA_edge_200_HC
Tetra Brik Aseptic;Edge;1000;LightCap;;TBA/ml;7197-799-76;;285;292;270;1626 CLC/C Duplex Korsn„s Fr”vi 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;1,61;1,4;;;;347120;;0,083;22,5;3,64;1,11;0;0;0;0;0;0;0;0;0;0;0;17,01;1,42;0,15;0;;28,78;0;28,7824122;0;3,01;31,79;42,8;6,1;48,9;4,7;1,8;0,7;7,3;56,2;;29;0;29;0;3;32;43;6;49;7;56;;TBA_001;TB_edge_button;TB_edge_button;;TB_edge
Tetra Brik Aseptic;Edge;1000;LightCap;;TBA/ml;7197-799-77;;285;292;277;1665 CLC/C Duplex Klabin 260 mN FSC;43,7;13,3;;;;;;;;;;;;6,3;;;;;;1,61;1,4;;;;4773;;0,083;23,1;3,64;1,11;0;0;0;0;0;0;0;0;0;0;0;17,01;1,42;0,15;0;;29,36;0;29,3649522;0;3,01;32,37;43,2;6,1;49,2;4,7;1,8;0,7;7,3;56,6;;;;;;;;;;;;;;;;;;
Tetra Prisma Aseptic;Square;125;PullTab;;TPA/jl;7119-352-24;;145;140;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,00075;1;;0,02;4;0,89;0,27;0;0;0;0;0;0;0;0;0;0;0;17,01;0,35;0,08;0,09495;;5,6;0;5,600103;0;0,09495;5,7;9,7;0,9;10,5;1,2;0,1;0,1;1,4;12;;6;0;6;0;0;6;10;1;11;1;12;X;TPA_001;;TPA_square_125;pulltab_330;TPA_125_sq_PT
Tetra Prisma Aseptic;Square;125;Strawhole;;TPA/jl;7119-352-09;;145;140;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;28163;;0,02;4;0,89;0,27;0;0;0;0;0;0;0;0;0;0;0;17,01;0,35;0,08;0;;5,6;0;5,600103;0;0;5,6;9,7;0;9,7;1,2;0;0,1;1,3;10,9;;6;0;6;0;0;6;10;0;10;1;11;X;TPA_001;;TPA_square_125;strawhole_tpa;
Tetra Prisma Aseptic;Square;200;PullTab;;TPA/jl;7131-470-24;;160;174;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;0,00075;354285;;0,028;6,4;1,4;0,47;0;0;0;0;0;0;0;0;0;0;0;17,01;0,47;0,09;0,09495;;8,8;0;8,8005984;0;0,09495;8,9;14,3;0,9;15,2;1,6;0,1;0,2;1,9;17,1;;9;0;9;0;0;9;15;1;16;2;18;X;TPA_001;;TPA_square_200;pulltab_330;TPA_200_sq_PT
Tetra Prisma Aseptic;Square;200;PullTab;;TPA/jl mf;7452-470-24;;160;174;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;53,7;13,3;;;;;;;;;;16,4;;6,3;;;;;;;;;;0,00075;148615;;0,028;6,4;1,5;0,37;0;0;0;0;0;0;0;0;0;0,456576;0;17,01;0,47;0,09;0,09495;;9,26;0;9,2571744;0;0,09495;9,35;15,9;0,9;16,8;1,6;0,1;0,2;1,9;18,7;;;;;;;;;;;;;;;;;;
Tetra Prisma Aseptic;Square;200;Strawhole;;TPA/jl;7135-470-09;;160;174;270;1615 CLC/C Bleached MWV 150 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;;5383;;0,028;7,5;1,4;0,47;0;0;0;0;0;0;0;0;0;0;0;17,01;0,47;0,09;0;;9,94;0;9,9420384;0;0;9,94;15,1;0;15,1;1,6;0;0,2;1,8;16,9;;9;0;9;0;0;9;15;0;15;2;17;X;TPA_001;;TPA_square_200;strawhole_tpa;TPA_200_sq_straw
Tetra Prisma Aseptic;Square;200;Strawhole;;TPA/mlld;7137-470-09;;160;174;270;1615 CLC/C Bleached MWV 150 mN;56,5;10,5;;;;;;;;;;;;6,3;;;;;;;;;;;13467;;0,028;7,5;1,57;0,29;0;0;0;0;0;0;0;0;0;0;0;17,01;0,47;0,09;0;;9,94;0;9,9420384;0;0;9,94;15,1;0;15,1;1,6;0;0,2;1,8;17;;;;;;;;;;;;;;;;;;
Tetra Prisma Aseptic;Square;200;Strawhole;;TPA/jl;7131-470-09;;160;174;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;;44178;;0,028;6,4;1,4;0,47;0;0;0;0;0;0;0;0;0;0;0;17,01;0,47;0,09;0;;8,8;0;8,8005984;0;0;8,8;14,3;0;14,3;1,6;0;0,2;1,8;16,1;;;;;;;;;;;;;;;;;;
Tetra Prisma Aseptic;Square;200;Strawhole;;TPA/jl mf;7452-470-09;;160;174;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;53,7;13,3;;;;;;;;;;16,4;;6,3;;;;;;;;;;;33993;;0,028;6,4;1,5;0,37;0;0;0;0;0;0;0;0;0;0,456576;0;17,01;0,47;0,09;0;;9,26;0;9,2571744;0;0;9,26;15,9;0;15,9;1,6;0;0,2;1,8;17,7;;;;;;;;;;;;;;;;;;
Tetra Prisma Aseptic;Square;250;Pulltab;;TPA/jl;7119-561-24;;185;174;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;0,00075;230007;;0,032;7,4;1,62;0,54;0;0;0;0;0;0;0;0;0;0;0;17,01;0,55;0,1;0,09495;;10,18;0;10,1756919;0;0,09495;10,27;16,6;0,9;17,4;1,8;0,1;0,2;2,2;19,6;;11;0;11;0;0;11;18;1;19;2;21;X;TPA_001;;TPA_square_250;pulltab_330;TPA_200_sq_straw
Tetra Prisma Aseptic;Square;250;Pulltab;;TPA/jl;7119-561-24;;185;174;236;1622 CLC/C Duplex Klabin 150 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;0,00075;68212;;0,032;7,6;1,62;0,54;0;0;0;0;0;0;0;0;0;0;0;17,01;0,55;0,1;0,09495;;10,4;0;10,4010219;0;0,09495;10,5;16,7;0,9;17,6;1,8;0,1;0,3;2,2;19,8;;;;;;;;;;;;;;;;;;
Tetra Prisma Aseptic;Square;250;Pulltab;;TPA/jl mf;7099-561-24;;185;174;270;1615 CLC/C Bleached MWV 150 mN;60,2;16,8;;;;;;;;;;16,4;;6,3;;;;;;;;;;0,00075;265765;;0,032;8,7;1,94;0,54;0;0;0;0;0;0;0;0;0;0,527916;0;17,01;0,55;0,1;0,09495;;12,35;0;12,3452979;0;0,09495;12,44;20;0,9;20,9;1,8;0,1;0,3;2,3;23,1;;;;;;;;;;;;;;;;;;
Tetra Prisma Aseptic;Square;250;Strawhole;;TPA/jl;7527-561-09;;185;174;270;1615 CLC/C Bleached MWV 150 mN;51,7;20,3;;;;;;;;;;;;6,3;;;;;;;;;;;54685;;0,032;8,7;1,66;0,65;0;0;0;0;0;0;0;0;0;0;0;17,01;0,55;0,1;0;;11,66;0;11,6564319;0;0;11,66;17,8;0;17,8;1,8;0;0,3;2,1;19,9;;11;0;11;0;0;11;18;0;18;2;20;X;TPA_001;;TPA_square_250;strawhole_tpa;TPA_200_sq_straw
Tetra Prisma Aseptic;Square;250;Strawhole;;TPA/jl;7516-561-09;;185;174;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;51,7;20,3;;;;;;;;;;;;6,3;;;;;;;;;;;121132;;0,032;7,4;1,66;0,65;0;0;0;0;0;0;0;0;0;0;0;17,01;0,55;0,1;0;;10,34;0;10,3366419;0;0;10,34;16,9;0;16,9;1,8;0;0,2;2,1;19;;;;;;;;;;;;;;;;;;
Tetra Prisma Aseptic;Square;250;Strawhole;;TPA/jl mf;7452-516-09;;185;174;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;53,7;13,3;;;;;;;;;;16,4;;6,3;;;;;;;;;;;91363;;0,032;7,4;1,73;0,43;0;0;0;0;0;0;0;0;0;0,527916;0;17,01;0,55;0,1;0;;10,7;0;10,7036079;0;0;10,7;18,4;0;18,4;1,8;0;0,3;2,1;20,5;;;;;;;;;;;;;;;;;;
Tetra Prisma Aseptic;Square;330;Pulltab;;TPA/jl;7135-602-24;;190;202;270;1615 CLC/C Bleached MWV 150 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;0,0006825;152142;;0,038;10,4;1,93;0,64;0;0;0;0;0;0;0;0;0;0;0;17,01;0,65;0,1;0,0864045;;13,69;0;13,6895038;0;0,0864045;13,78;20,7;0,8;21,5;2,2;0,1;0,3;2,6;24,2;;13;0;13;0;0;13;20;1;21;3;24;X;TPA_001;;TPA_square_330;pullTab_330;TPA_330_sq_PT
Tetra Prisma Aseptic;Square;330;Pulltab;;TPA/jl;7119-602-24;;190;202;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;0,0006825;574859;;0,038;8,8;1,93;0,64;0;0;0;0;0;0;0;0;0;0;0;17,01;0,65;0,1;0,0864045;;12,12;0;12,1159238;0;0,0864045;12,2;19,7;0,8;20,5;2,2;0,1;0,3;2,6;23,1;;;;;;;;;;;;;;;;;;
Tetra Prisma Aseptic;Square;330;Pulltab;;TPA/jl;7131-602-24;;190;202;236;1622 CLC/C Duplex Klabin 150 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;0,0006825;47519;;0,038;9,1;1,93;0,64;0;0;0;0;0;0;0;0;0;0;0;17,01;0,65;0,1;0,0864045;;12,38;0;12,3845838;0;0,0864045;12,47;19,8;0,8;20,6;2,2;0,1;0,3;2,6;23,3;;;;;;;;;;;;;;;;;;
Tetra Prisma Aseptic;Square;330;Pulltab;;TPA/jl mf;7099-602-24;;190;202;270;1615 CLC/C Bleached MWV 150 mN;60,2;16,8;;;;;;;;;;16,4;;6,3;;;;;;;;;;0,0006825;90047;;0,038;10,4;2,31;0,64;0;0;0;0;0;0;0;0;0;0,629432;0;17,01;0,65;0,1;0,0864045;;14,7;0;14,7027358;0;0,0864045;14,79;23,7;0,8;24,5;2,2;0,1;0,4;2,7;27,2;;;;;;;;;;;;;;;;;;
Tetra Prisma Aseptic;Square;330;DreamCap;;TPA/jl;7519-602-56;;190;202;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;55,7;20,3;;;;;;;;;;;;9;;;;;;;1,61;;2,18;;71387;;0,038;8,8;2,14;0,78;0;0;0;0;0;0;0;0;0;0;0;24,3;0,93;0,1;0;;12,74;0;12,741134;0;3,79;16,53;23,7;7,5;31,2;2,2;4,9;0,3;7,4;38,6;;13;0;13;0;4;17;24;7;31;7;39;;TPA_001;;TPA_square_330;streamcap_330;TPA_330_sq_SC
Tetra Prisma Aseptic;Square;500;StreamCap;;TPA/jk tf;7104-701-56;;220;227;268;1626 CLC/C Duplex Korsn„s G„vle 260 mN;61;;;;;;;;36,8;;;13,7;;9;;;;;;;1,5;;1,8;;18635;;0,05;13,4;3,05;0;0;0;0;0;0;0;1,837792;0;0;0,684178;0;24,3;1,21;0,12;0;;20,28;0;20,284572;0;3,3;23,58;37,8;6,5;44,3;2,8;4,3;0,5;7,6;51,9;;19;0;19;0;3;22;34;6;41;8;48;X;TPA_001;;TPA_square_500;;TPA_500_sq_SC
Tetra Prisma Aseptic;Square;500;StreamCap;;TPA/jl mf;7438-701-56;;220;227;268;1626 CLC/C Duplex Korsn„s G„vle 260 mN;75,7;20,3;;;;;;;;;;16,4;;9;;;;;;;1,5;;1,8;;68405;;0,05;13,4;3,78;1,01;0;0;0;0;0;0;0;0;0;0,819016;0;24,3;1,21;0,12;0;;20,33;0;20,329518;0;3,3;23,63;37,2;6,5;43,7;2,8;4,3;0,5;7,6;51,3;;;;;;;;;;;;;;;;;;
Tetra Prisma Aseptic;Square;500;StreamCap;;TPA/lk;7523-701-56;;220;227;268;1626 CLC/C Duplex Korsn„s G„vle 260 mN;41;;;;;33,1;;;;;;;;9;;;;;;;1,5;;1,8;;111069;;0,05;13,4;2,05;0;0;0;0;1,653014;0;0;0;0;0;0;0;24,3;1,21;0,12;0;;18,42;0;18,416816;0;3,3;21,72;32,7;6,5;39,2;2,8;4,3;0,4;7,6;46,8;;;;;;;;;;;;;;;;;;
Tetra Prisma Aseptic;Square;500;StreamCap;;TPA/lk;7523-701-56;;220;227;270;1626 CLC/C Duplex Korsn„s Fr”vi 260 mN;41;;;;;33,1;;;;;;;;9;;;;;;;1,5;;1,8;;46958;;0,05;13,5;2,05;0;0;0;0;1,653014;0;0;0;0;0;0;0;24,3;1,21;0,12;0;;18,52;0;18,516696;0;3,3;21,82;32,8;6,5;39,3;2,8;4,3;0,5;7,6;46,9;;;;;;;;;;;;;;;;;;
Tetra Prisma Aseptic;Square;750;StreamCap;;TPA/jll;7134-761-56;;250;260;327;1656 CLC/C Duplex Stora Enso Skoghall 475 mN;81,5;17,5;;;;;;;;;;;;9;;;;;;;1,8;;2,3;;3829;;0,065;21,3;5,3;1,14;0;0;0;0;0;0;0;0;0;0;0;24,3;1,58;0,14;0;;29,4;0;29,4045;0;4,1;33,5;47,7;8,1;55,7;3,7;5,3;0,7;9,7;65,5;;29;0;29;0;4;33;47;8;55;10;65;X;TPA_001;;TPA_square_750;;TPA_750_sq_SC
Tetra Prisma Aseptic;Square;750;StreamCap;;TPA/jll;7134-761-56;;250;260;328;1656 CLC/C Duplex Korsn„s Fr”vi 475 mN;81,5;17,5;;;;;;;;;;;;9;;;;;;;1,8;;2,3;;12651;;0,065;21,3;5,3;1,14;0;0;0;0;0;0;0;0;0;0;0;24,3;1,58;0,14;0;;29,47;0;29,4695;0;4,1;33,57;47,7;8,1;55,8;3,7;5,3;0,7;9,8;65,5;;;;;;;;;;;;;;;;;;
Tetra Prisma Aseptic;Square;750;StreamCap;;TPA/lk;7523-761-56;;250;260;327;1656 CLC/C Duplex Stora Enso Skoghall 475 mN;54;;;;;33,1;;;;;;;;9;;;;;;;1,8;;2,3;;7312;;0,065;21,3;3,51;0;0;0;0;2,1515;0;0;0;0;0;0;0;24,3;1,58;0,14;0;;28,63;0;28,631;0;4,1;32,73;47;8,1;55;3,7;5,3;0,7;9,7;64,8;;;;;;;;;;;;;;;;;;
Tetra Prisma Aseptic;Square;750;StreamCap;;TPA/lk;7523-761-56;;250;260;328;1656 CLC/C Duplex Korsn„s Fr”vi 475 mN;54;;;;;33,1;;;;;;;;9;;;;;;;1,8;;2,3;;7312;;0,065;21,3;3,51;0;0;0;0;2,1515;0;0;0;0;0;0;0;24,3;1,58;0,14;0;;28,7;0;28,696;0;4,1;32,8;47;8,1;55,1;3,7;5,3;0,7;9,7;64,8;;;;;;;;;;;;;;;;;;
Tetra Prisma Aseptic;Square;1000;StreamCap;;TPA/jll;7134-811-56;;305;260;327;1656 CLC/C Duplex Stora Enso Skoghall 475 mN;81,5;17,5;;;;;;;;;;;;9;;;;;;;1,8;;2,3;;1457382;;0,079;25,9;6,46;1,39;0;0;0;0;0;0;0;0;0;0;0;24,3;1,93;0,16;0;;35,87;0;35,87349;0;4,1;39,97;58,2;8,1;66,2;4,5;5,3;0,9;10,7;76,9;;36;0;36;0;4;40;58;8;66;11;77;X;TPA_001;;TPA_square_1000;;TPA_1000_sq_SC
Tetra Prisma Aseptic;Square;1000;StreamCap;;TPA/jll;7134-811-56;;305;260;328;1656 CLC/C Duplex Korsn„s Fr”vi 475 mN;81,5;17,5;;;;;;;;;;;;9;;;;;;;1,8;;2,3;;410986;;0,079;26;6,46;1,39;0;0;0;0;0;0;0;0;0;0;0;24,3;1,93;0,16;0;;35,95;0;35,95279;0;4,1;40,05;58,2;8,1;66,3;4,5;5,3;0,9;10,7;77;;;;;;;;;;;;;;;;;;
Tetra Rex;Mini;118;Easy Opening;;GT/m F BX;8289-343-02;;120,96;236,73;259;1422 el 1400 Bleached 195 mN;38;;;;;;;;;;;;;;;;;;;;;;;;285,6;;0,029;7,4;1,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;8,5;0;8,504553658;0;0;8,5;7,4;0;7,4;1,6;0;0,2;1,9;9,2;;9;0;9;0;0;9;7;0;7;2;9;;TR;TR_mini_180;TR_mini_118;;TR_final_easyopening_118_mini
Tetra Rex;Mini;180;Easy Opening;;GT/m F BX;8289-423-02;;137,09;236,73;259;1422 el 1400 Bleached 195 mN;38;;;;;;;;;;;;;;;;;;;;;;;;65,3;;0,032;8,4;1,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;9,64;0;9,638634763;0;0;9,64;8,3;0;8,3;1,8;0;0,3;2,1;10,4;;10;0;10;0;0;10;8;0;8;2;10;;TR;TR_mini_180;TR_mini_180;;TR_final_easyopening_180_mini
Tetra Rex;Mini;237 ml/0.5 US pint;Easy Opening;;GT/m F BX;8289-553-02;;153,98;236,73;259;1422 el 1400 Bleached 195 mN;38;;;;;;;;;;;;;;;;;;;;;;;;1087,8;;0,036;9,4;1,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;10,83;0;10,82615056;0;0;10,83;9,4;0;9,4;2,1;0;0,3;2,4;11,7;;11;0;11;0;0;11;9;0;9;2;12;;TR;TR_mini_180;TR_mini_237;;TR_final_easyopening_237_mini
Tetra Rex;Mini;315;Easy Opening;;GT/m F BX;8289-593-12;;179;236,7;259;1422 el 1400 Bleached 195 mN;38;;;;;;;;;;;;;;;;;;;;;;;;1,2;;0,042;11;1,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;12,58;0;12,5836821;0;0;12,58;10,9;0;10,9;2,4;0;0,3;2,8;13,6;;13;0;13;0;0;13;11;0;11;3;14;;TR;TR_mini_180;TR_mini_315;;TR_final_easyopening_315_mini
