Package type;Shape;Size;Opening;;Quality;Q-S-V;;Length;Width;Paperboard;Paperboard info;LDPE;LLDPE;PA6;PP;EVOH;LK-film;LK25-film;R2-film;K40-film;EVOH-film 3141;EVOH-film 3143;OPP-film;PET-film;Al thickness;;Top Eifel weight;Top others weight;Top Orion;Cap HDPE;DIMC LDPE;Opening HDPE;Opening LDPE;Opening PP;Pulltab area;Sales 2011;;Area;Paperboard weight;LDPE weight;LLDPE weight;PA6;PP;EVOH;LK36-film weight;LK25-film;R2;K40;EVOH-film 3141 weight;EVOH-film 3143 weight;OPP-film weight;PET-film weight;Al grammage;Al weight;LS-strip weight;Pulltab weight;;Package Weight;Top Weight;Package+Top Weight;CapWeight;Opening weight;Total Weight;GWP Raw mtrl sleeve;GWP Raw mtrl top/cap/opening;GWP Raw mtrl;GWP converting sleeve;GWP converting top/cap/opening;GWP transport;GWP converting & transport;GWP total;;Sleeve Weight;Top Weight;Sleeve+Top Weight;Cap Weight;Opening Weight;Total Weight;GWP Raw mtrl sleeve;GWP Raw mtrl top/cap/opening;GWP Raw mtrl;GWP converting & transport;GWP total;Updated;SystemImage;ShapeImage;VolumeImage;OpeningImage;LastImage
Tetra Brik Aseptic;Base;1000;ReCap3;;TBA/ml;7414-810-61;;245;322;268;1626 CLC/C Duplex Korsn„s G„vle 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;7493;;0,079;21,1;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,0833028;;27,11;0;27,1134689;0;1,7833028;28,9;40,4;4,2;44,6;4,5;2,3;0,7;7,5;52,1;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;ReCap3;;TBA/ml;7414-810-61;;245;322;270;1626 CLC/C Duplex Korsn„s Fr”vi 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;5139;;0,079;21,3;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,0833028;;27,27;0;27,2712489;0;1,7833028;29,05;40,5;4,2;44,7;4,5;2,3;0,7;7,5;52,2;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;ReCap3;;TBA/ml;7414-810-61;;245;322;277;1626 CLC/C Duplex Klabin 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;18281;;0,079;21,9;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,0833028;;27,82;0;27,8234789;0;1,7833028;29,61;40,9;4,2;45,1;4,5;2,3;0,7;7,5;52,6;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;ReCap3;;TBA/ml;7414-810-61;;245;322;292;1626 CLC/C Duplex IP Sveto 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;101256;;0,079;23;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,0833028;;29,01;0;29,0068289;0;1,7833028;30,79;41,7;4,2;45,8;4,5;2,3;0,7;7,6;53,4;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;ReCap3;;TBA/jl;7429-810-61;;245;322;310;1617 CLC/C Bleached MWV 260 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;200596;;0,079;24,5;3,96;1,33;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,0833028;;31,22;0;31,2157489;0;1,7833028;33;44,3;4,2;48,5;4,5;2,3;0,8;7,6;56,1;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Base;1000;ReCap3;;TBA/ml;7465-810-61;;245;322;310;1617 CLC/C Bleached MWV 260 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;1,7;0,000658;134158;;0,079;24,5;3,45;1,05;0;0;0;0;0;0;0;0;0;0;0;17,01;1,34;0,13;0,0833028;;30,43;0;30,4268489;0;1,7833028;32,21;42,6;4,2;46,8;4,5;2,3;0,8;7,6;54,4;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Mid;200;No opening;;TBA/ml;7197-466-07;;160;188;192;1667 CLC/C Duplex Klabin 80 mN FSC;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;29283;;0,03;5,8;1,31;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,09;0;;8,09;0;8,0879808;0;0;8,09;14,1;0;14,1;1,7;0;0,2;1,9;16;;8;0;8;0;0;8;14;0;14;2;16;;TBA_001;TB_Mid;TB_Mid;no_opening_TBA;TB_200_Mid_no
Tetra Brik Aseptic;Mid;200;No opening;;TBA/ml;7414-466-07;;160;188;198;1621 CLC/C duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;12360;;0,03;6;1,31;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,09;0;;8,27;0;8,2684608;0;0;8,27;14,2;0;14,2;1,7;0;0,2;1,9;16,1;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Mid;200;No opening;;TBA/jl;7556-466-07;;160;188;192;1667 CLC/C Duplex Klabin 80 mN FSC;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;;9362;;0,03;5,8;1,51;0,51;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,09;0;;8,39;0;8,3887808;0;0;8,39;14,7;0;14,7;1,7;0;0,2;1,9;16,6;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Mid;1000;FlexiCap;;TBA/ml;7197-846-59;;255;316;277;1665 CLC/C Duplex Klabin 260 mN FSC;43,7;13,3;;;;;;;;;;;;6,3;;;;;;1,35;;;;;156074;;0,081;22,3;3,52;1,07;0;0;0;0;0;0;0;0;0;0;0;17,01;1,37;0,14;0;;28,42;0;28,4220858;0;1,35;29,77;41,8;2,8;44,6;4,6;0;0,7;5,3;49,9;;28;0;28;0;1;30;42;3;45;5;50;;TBA_001;TB_Mid;TBA_Base;;TBA_1000_Base_FlexiC
Tetra Brik Aseptic;Slim;80;Strawhole;;TBA/ml;7197-212-09;;113,33;146;192;1667 CLC/C Duplex Klabin 80 mN FSC;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;186621;;0,017;3,2;0,72;0,22;0;0;0;0;0;0;0;0;0;0;0;17,01;0,28;0,06;0;;4,46;0;4,462647542;0;0;4,46;7,8;0;7,8;0,9;0;0,1;1,1;8,8;;4;0;4;0;0;4;8;0;8;1;9;;TBA_001;TBA_Slim;?;?;?
Tetra Brik Aseptic;Slim;80;Strawhole;;TBA/ml;7414-212-09;;113,33;146;198;1621 CLC/C duplex Klabin 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;9751;;0,017;3,3;0,72;0,22;0;0;0;0;0;0;0;0;0;0;0;17,01;0,28;0,06;0;;4,56;0;4,561924622;0;0;4,56;7,9;0;7,9;0,9;0;0,1;1,1;8,9;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;125;No opening;;TBA/jl;7369-350-07;;130;162;191;1621 CLC/C duplex Stora Enso Skoghall 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;52493;;0,021;4;0,92;0,28;0;0;0;0;0;0;0;0;0;0;0;17,01;0,36;0,07;0;;5,65;0;5,6513106;0;0;5,65;9,9;0;9,9;1,2;0;0,1;1,3;11,2;;6;0;6;0;0;6;10;0;10;1;11;;TBA_001;TBA_Slim;TBA_slim_125;no_opening_TBA;TBA_125_Slim_no
Tetra Brik Aseptic;Slim;125;No opening;;TBA/jl;7369-350-07;;130;162;198;1621 CLC/C Duplex 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;104455;;0,021;4,2;0,92;0,28;0;0;0;0;0;0;0;0;0;0;0;17,01;0,36;0,07;0;;5,8;0;5,7987306;0;0;5,8;10;0;10;1,2;0;0,1;1,3;11,3;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;125;No opening;;TBA/ml;7414-350-07;;130;162;191;1621 CLC/C duplex Stora Enso Skoghall 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;12454;;0,021;4;0,92;0,28;0;0;0;0;0;0;0;0;0;0;0;17,01;0,36;0,07;0;;5,65;0;5,6513106;0;0;5,65;9,9;0;9,9;1,2;0;0,1;1,3;11,2;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;125;No opening;;TBA/ml;7414-350-07;;130;162;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;380862;;0,021;4,2;0,92;0,28;0;0;0;0;0;0;0;0;0;0;0;17,01;0,36;0,07;0;;5,8;0;5,7987306;0;0;5,8;10;0;10;1,2;0;0,1;1,3;11,3;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;125;No opening;;TBA/lk;6539-350-07;;130;162;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;37;;;;;;23;;;;;;;6,3;;;;;;;;;;;470868;;0,021;4,2;0,78;0;0;0;0;0;0,48438;0;0;0;0;0;0;17,01;0,36;0,07;0;;5,86;0;5,8619106;0;0;5,86;10,4;0;10,4;1,2;0;0,1;1,3;11,7;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;125;Pulltab;;TBA/jl;7369-350-17;;130;162;191;1621 CLC/C duplex Stora Enso Skoghall 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,00049;23137;;0,021;4;0,92;0,28;0;0;0;0;0;0;0;0;0;0;0;17,01;0,36;0,07;0,062034;;5,65;0;5,6513106;0;0,062034;5,71;9,9;0,6;10,5;1,2;0,1;0,1;1,4;11,9;;6;0;6;0;0;6;10;1;11;1;12;;TBA_001;TBA_Slim;TBA_slim_125;pullTab_TBA;TBA_125_Slim_pt
Tetra Brik Aseptic;Slim;125;Pulltab;;TBA/jl;7369-350-17;;130;162;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,00049;1569395;;0,021;4,2;0,92;0,28;0;0;0;0;0;0;0;0;0;0;0;17,01;0,36;0,07;0,062034;;5,8;0;5,7987306;0;0,062034;5,86;10;0,6;10,6;1,2;0,1;0,1;1,4;12;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;125;Strawhole;;TBA/jl;7369-350-09;;130;162;191;1621 CLC/C duplex Stora Enso Skoghall 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;109388;;0,021;4;0,92;0,28;0;0;0;0;0;0;0;0;0;0;0;17,01;0,36;0,07;0;;5,65;0;5,6513106;0;0;5,65;9,9;0;9,9;1,2;0;0,1;1,3;11,2;;6;0;6;0;0;6;10;0;10;1;11;;TBA_001;TBA_Slim;TBA_slim_125;no_opening_TBA;TBA_125_Slim_no
Tetra Brik Aseptic;Slim;125;Strawhole;;TBA/jl;7406-350-09;;130;162;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;9131342;;0,021;4,2;0,92;0,28;0;0;0;0;0;0;0;0;0;0;0;17,01;0,36;0,07;0;;5,8;0;5,7987306;0;0;5,8;10;0;10;1,2;0;0,1;1,3;11,3;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;160;No opening;;TBA/jl O CD;7367-395-09;;147,5;174;196;1621 CLC/C duplex 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;37,99;;0,026;5;1,12;0,34;0;0;0;0;0;0;0;0;0;0;0;17,01;0,44;0,08;0;;7,01;0;7,00945665;0;0;7,01;12,1;0;12,1;1,5;0;0,2;1,6;13,7;;7;0;7;0;0;7;12;0;12;2;14;;TBA_001;TBA_Slim;TBA_slim_160;no_opening_TBA;TBA_160_slim_no
Tetra Brik Aseptic;Slim;160;Pulltab;;TBA/jl;7367-395-17;;147,5;174;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,00049;13755;;0,026;5,1;1,12;0,34;0;0;0;0;0;0;0;0;0;0;0;17,01;0,44;0,08;0,062034;;7,06;0;7,06078665;0;0,062034;7,12;12,1;0,6;12,7;1,5;0,1;0,2;1,7;14,4;;7;0;7;0;0;7;12;1;13;2;14;;TBA_001;TBA_Slim;TBA_slim_160;pullTab_TBA;TBA_160_slim_pt
Tetra Brik Aseptic;Slim;160;Strawhole;;TBA/jl;7367-395-09;;147,5;174;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;180581;;0,026;5,1;1,12;0,34;0;0;0;0;0;0;0;0;0;0;0;17,01;0,44;0,08;0;;7,06;0;7,06078665;0;0;7,06;12,1;0;12,1;1,5;0;0,2;1,6;13,8;;7;0;7;0;0;7;12;0;12;2;14;;TBA_001;TBA_Slim;TBA_slim_160;no_opening_TBA;TBA_160_slim_no
Tetra Brik Aseptic;Slim;200;No opening;;TBA/ml;7414-465-09;;173,33;174;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;144973;;0,03;6;1,32;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,09;0;;8,3;0;8,297262034;0;0;8,3;14,2;0;14,2;1,7;0;0,2;1,9;16,2;;9;0;9;0;0;9;15;0;15;2;17;;TBA_001;TBA_Slim;TBA_slim_200;straw_hole_TBA;TBA_200_slim_no
Tetra Brik Aseptic;Slim;200;No opening;;TBA/ml;7414-465-10;;173,33;174;225;1621 CLC/C Duplex Packages 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;1159040;;0,03;6,8;1,32;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,09;0;;9,11;0;9,111566374;0;0;9,11;14,8;0;14,8;1,7;0;0,2;1,9;16,7;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;200;Pulltab;;TBA/lk;7320-465-17;;173,33;174;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;37;;;;;;23;;;;;;;6,3;;;;;;;;;;0,00049;21321;;0,03;6;1,12;0;0;0;0;0;0,69366666;0;0;0;0;0;0;17,01;0,51;0,09;0,062034;;8,39;0;8,387740294;0;0,062034;8,45;14,8;0,6;15,4;1,7;0,1;0,2;2;17,4;;8;0;8;0;0;8;15;1;15;2;17;;TBA_001;TBA_Slim;TBA_slim_200;pullTab_TBA;TBA_200_Slim_pt
Tetra Brik Aseptic;Slim;200;Pulltab;;TBA/lk;6539-465-17;;173,33;174;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;37;;;;;;23;;;;;;;6,3;;;;;;;;;;0,00049;33461;;0,03;6;1,12;0;0;0;0;0;0,69366666;0;0;0;0;0;0;17,01;0,51;0,09;0,062034;;8,39;0;8,387740294;0;0,062034;8,45;14,8;0,6;15,4;1,7;0,1;0,2;2;17,4;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;200;Pulltab;;TBA/jl;7073-465-17;;173,33;174;203;1612 CLC/C Bleached ITC 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,00049;51427;;0,03;6,1;1,32;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,09;0,062034;;8,45;0;8,448059134;0;0,062034;8,51;14,3;0,6;14,9;1,7;0,1;0,2;2;16,9;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;200;Strawhole;;TBA/jl;7198-465-09;;173,33;174;192;1667 CLC/C Duplex Klabin 80 mN FSC;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;1471427;;0,03;5,8;1,32;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,09;0;;8,12;0;8,116305514;0;0;8,12;14,1;0;14,1;1,7;0;0,2;1,9;16;;8;0;8;0;0;8;14;0;14;2;16;;TBA_001;TBA_Slim;TBA_slim_200;straw_hole_TBA;TBA_200_slim_no
Tetra Brik Aseptic;Slim;200;Strawhole;;TBA/jl;7198-465-09;;173,33;174;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;451093;;0,03;6;1,32;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,09;0;;8,3;0;8,297262034;0;0;8,3;14,2;0;14,2;1,7;0;0,2;1,9;16,2;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;200;Strawhole;;TBA/jl;7073-465-09;;173,33;174;203;1612 CLC/C Bleached ITC 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;1002722;;0,03;6,1;1,32;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,09;0;;8,45;0;8,448059134;0;0;8,45;14,3;0;14,3;1,7;0;0,2;1,9;16,3;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;200;Strawhole;;TBA/jl;7073-465-09;;173,33;174;217;1612 CLC/C Bleached MWV 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;2348704;;0,03;6,5;1,32;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,09;0;;8,87;0;8,870291014;0;0;8,87;14,6;0;14,6;1,7;0;0,2;1,9;16,6;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;200;Strawhole;;TBA/jl;7369-465-09;;173,33;174;191;1621 CLC/C duplex Stora Enso Skoghall 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;584200;;0,03;5,8;1,32;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,09;0;;8,09;0;8,086146094;0;0;8,09;14,1;0;14,1;1,7;0;0,2;1,9;16;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;200;Strawhole;;TBA/jl;7369-465-09;;173,33;174;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;9260107;;0,03;6;1,32;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,09;0;;8,3;0;8,297262034;0;0;8,3;14,2;0;14,2;1,7;0;0,2;1,9;16,2;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;200;Strawhole;;TBA/jl;7414-465-09;;173,33;174;191;1621 CLC/C duplex Stora Enso Skoghall 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;10227;;0,03;5,8;1,32;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,09;0;;8,09;0;8,086146094;0;0;8,09;14,1;0;14,1;1,7;0;0,2;1,9;16;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;200;Strawhole;;TBA/jl;7414-465-09;;173,33;174;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;1961766;;0,03;6;1,32;0,4;0;0;0;0;0;0;0;0;0;0;0;17,01;0,51;0,09;0;;8,3;0;8,297262034;0;0;8,3;14,2;0;14,2;1,7;0;0,2;1,9;16,2;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;250;No opening;;TBA/jl;7414-565-09;;185;188;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;7562;;0,035;6,9;1,52;0,46;0;0;0;0;0;0;0;0;0;0;0;17,01;0,59;0,1;0;;9,56;0;9,5604078;0;0;9,56;16,4;0;16,4;2;0;0,2;2,2;18,6;;10;0;10;0;0;10;16;0;16;2;19;;TBA_001;TBA_Slim;TBA_slim_250;no_opening_TBA;TBA_250_Slim_no
Tetra Brik Aseptic;Slim;250;No opening;;TBA/jl;7369-565-09;;185;188;191;1621 CLC/C duplex Stora Enso Skoghall 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;271;;0,035;6,6;1,52;0,46;0;0;0;0;0;0;0;0;0;0;0;17,01;0,59;0,1;0;;9,32;0;9,3169478;0;0;9,32;16,2;0;16,2;2;0;0,2;2,2;18,4;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;250;Pulltab;;TBA/jl;6971-565-17;;185;188;198;1621 CLC/C Duplex Korsn„s G„vle 80 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;0,00056;609;;0,035;6,9;1,75;0,58;0;0;0;0;0;0;0;0;0;0;0;17,01;0,59;0,1;0,070896;;9,91;0;9,9082078;0;0,070896;9,98;17,1;0,7;17,8;2;0,1;0,2;2,3;20,1;;10;0;10;0;0;10;17;1;17;2;20;;TBA_001;TBA_Slim;TBA_slim_250;pullTab_TBA;TBA_250_Slim_pt
Tetra Brik Aseptic;Slim;250;Pulltab;;TBA/jl;7369-565-17;;185;188;198;1621 CLC/C Duplex Klabin 80 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,00056;1782;;0,035;6,9;1,52;0,46;0;0;0;0;0;0;0;0;0;0;0;17,01;0,59;0,1;0,070896;;9,56;0;9,5604078;0;0,070896;9,63;16,4;0,7;17,1;2;0,1;0,2;2,3;19,4;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;250;Strawhole;;TBA/jl;7427-565-09;;185;188;213;1645 CLC/C Duplex Stora Enso Skoghall 115 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;3910888;;0,035;7,4;1,52;0,46;0;0;0;0;0;0;0;0;0;0;0;17,01;0,59;0,1;0;;10,08;0;10,0821078;0;0;10,08;16,7;0;16,7;2;0;0,2;2,2;19;;10;0;10;0;0;10;17;0;17;2;19;;TBA_001;TBA_Slim;TBA_slim_250;straw_hole_TBA;TBA_250_Slim_no
Tetra Brik Aseptic;Slim;250;Strawhole;;TBA/jl;7459-565-09;;185;188;220;1645 CLC/C Duplex Klabin 115 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;3910888;;0,035;7,7;1,52;0,46;0;0;0;0;0;0;0;0;0;0;0;17,01;0,59;0,1;0;;10,33;0;10,3255678;0;0;10,33;16,9;0;16,9;2;0;0,3;2,2;19,1;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;300;No opening;;TBA/jl;6971-585-07;;176,67;214;198;1621 CLC/C Duplex Klabin 80 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;;1;;0,038;7,5;1,9;0,64;0;0;0;0;0;0;0;0;0;0;0;17,01;0,64;0,1;0;;10,76;0;10,75746103;0;0;10,76;18,6;0;18,6;2,2;0;0,3;2,4;21;;11;0;11;0;0;11;19;0;19;2;21;;TBA_001;TBA_Slim;TBA_slim_300;no_opening_TBA;TBA_300_Slim_no
Tetra Brik Aseptic;Slim;300;Pulltab;;TBA/jl FP CD-H;7427-585-09;;176,67;214;231;1622 CLC/C Duplex 150 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,00056;290,23;;0,038;8,7;1,65;0,5;0;0;0;0;0;0;0;0;0;0;0;17,01;0,64;0,1;0,070896;;11,63;0;11,62703077;0;0,070896;11,7;18,6;0,7;19,2;2,2;0,1;0,3;2,5;21,8;;12;0;12;0;0;12;19;1;19;3;22;;TBA_001;TBA_Slim;TBA_slim_300;pullTab_TBA;TBA_300_Slim_pt
Tetra Brik Aseptic;Slim;300;Strawhole;;TBA/jl;7427-585-09;;176,67;214;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;1;;0,038;8,7;1,65;0,5;0;0;0;0;0;0;0;0;0;0;0;17,01;0,64;0,1;0;;11,55;0;11,55141601;0;0;11,55;18,5;0;18,5;2,2;0;0,3;2,4;21;;12;0;12;0;0;12;19;0;19;2;21;;TBA_001;TBA_Slim;TBA_slim_300;straw_hole_TBA;TBA_300_Slim_no
Tetra Brik Aseptic;Slim;330;No opening;;TBA/lk;6935-600-07;;193,33;214;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;37;;;;;33,1;;;;;;;;6,3;;;;;;;;;;;20492;;0,041;9,5;1,53;0;0;0;0;1,369433722;0;0;0;0;0;0;0;17,01;0,7;0,1;0;;13,18;0;13,18269711;0;0;13,18;22,1;0;22,1;2,4;0;0,3;2,7;24,8;;14;0;14;0;0;14;22;0;22;3;25;;TBA_001;TBA_Slim;TBA_slim_330;no_opening_TBA;TBA_330_Slim_no
Tetra Brik Aseptic;Slim;330;No opening;;TBA/jl;7429-600-07;;193,33;214;270;1615 CLC/C Bleached MWV 150 mN;50,2;16,8;;;;;;;;;;;;6,3;;;;;;;;;;;22789;;0,041;11,2;2,08;0,7;0;0;0;0;0;0;0;0;0;0;0;17,01;0,7;0,1;0;;14,75;0;14,75071941;0;0;14,75;22,3;0;22,3;2,4;0;0,4;2,7;25;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;330;No opening;;TBA/lk;7630-600-07;;193,33;214;270;1615 CLC/C Bleached MWV 150 mN;37;;;;;33,1;;;;;;;;6,3;;;;;;;;;;;9027;;0,041;11,2;1,53;0;0;0;0;1,369433722;0;0;0;0;0;0;0;17,01;0,7;0,1;0;;14,88;0;14,87897453;0;0;14,88;23,2;0;23,2;2,4;0;0,4;2,7;26;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;330;Pulltab;;TBA/jl;7073-600-17;;193,33;214;270;1615 CLC/C Bleached MWV 150 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;0,00063;1;;0,041;11,2;1,81;0,55;0;0;0;0;0;0;0;0;0;0;0;17,01;0,7;0,1;0,079758;;14,34;0;14,33699321;0;0,079758;14,42;21,4;0,7;22,1;2,4;0,1;0,4;2,8;25;;14;0;14;0;0;14;21;1;22;3;25;;TBA_001;TBA_Slim;TBA_slim_330;pullTab_TBA;TBA_330_Slim_pt
Tetra Brik Aseptic;Slim;330;Strawhole;;TBA/jl;7369-600-09;;193,33;214;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;181593;;0,041;9,5;1,81;0,55;0;0;0;0;0;0;0;0;0;0;0;17,01;0,7;0,1;0;;12,64;0;12,64071579;0;0;12,64;20,3;0;20,3;2,4;0;0,3;2,7;23;;13;0;13;0;0;13;21;0;21;3;23;;TBA_001;TBA_Slim;TBA_slim_330;straw_hole_TBA;TBA_330_Slim_no
Tetra Brik Aseptic;Slim;330;Strawhole;;TBA/jl;7073-600-09;;193,33;214;270;1615 CLC/C Bleached MWV 150 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;92940;;0,041;11,2;1,81;0,55;0;0;0;0;0;0;0;0;0;0;0;17,01;0,7;0,1;0;;14,34;0;14,33699321;0;0;14,34;21,4;0;21,4;2,4;0;0,4;2,7;24,1;;;;;;;;;;;;;;;;;;
Tetra Brik Aseptic;Slim;500;No opening;;TBA/ml;7414-705-07;;210;252;229;1622 CLC/C Duplex Korsn„s G„vle 150 mN;43,7;13,3;;;;;;;;;;;;6,3;;;;;;;;;;;33842;;0,053;12,1;2,31;0,7;0;0;0;0;0;0;0;0;0;0;0;17,01;0,9;0,11;0;;16,15;0;16,1486892;0;0;16,15;25,9;0;25,9;3;0;0,4;3,4;29,3;;16;0;16;0;0;16;27;0;27;3;30;;TBA_001;TBA_Slim;TBA_slim_500;no_opening_TBA;TBA_500_Slim_no
